,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,spaceID,stationID,userID,payment,provider,pricePolicy,costPerKWh,totalCost,operator
2735,AB02735,2020-11-20 05:48:56,2020-11-20 06:26:07,2020-11-20 06:08:06,18.64,0005-214-0000-0004,0005-214-0000,12393-28329,cash,Alizé,l,1.2,22.368,Alizé
2736,AB02736,2020-02-21 06:05:43,2020-02-21 06:39:55,2020-02-21 06:38:11,23.72,0004-214-0000-0000,0004-214-0000,12345-28329,card,Alfen,l,0.74,17.552799999999998,Alfen
2737,AB02737,2020-04-03 03:10:15,2020-04-03 03:58:10,2020-04-03 03:47:43,33.72,0009-214-0001-0004,0009-214-0001,12390-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.13,38.10359999999999,AMB-(Àrea-metropolitana-de-Barcelona)
2738,AB02738,2020-12-07 04:30:31,2020-12-07 05:08:22,2020-12-07 05:04:41,39.52,0003-214-0000-0007,0003-214-0000,12434-28329,cash,Alfapower-(UK),l,0.87,34.382400000000004,Alfapower-(UK)
2739,AB02739,2020-02-23 11:34:54,2020-02-23 12:10:17,2020-02-23 11:50:21,4.16,0002-214-0001-0003,0002-214-0001,12491-28329,card,AGSM-Electrify-Verona,l,0.81,3.3696,AGSM-Electrify-Verona
2740,AB02740,2021-02-21 20:34:57,2021-02-21 21:49:23,2021-02-21 21:38:54,34.04,0008-214-0001-0003,0008-214-0001,12370-28329,card,AlterBase---Sorégies-(FR),l,1.26,42.8904,AlterBase---Sorégies-(FR)
2741,AB02741,2020-08-04 06:29:34,2020-08-04 07:15:08,2020-08-04 06:31:18,22.6,0004-214-0001-0001,0004-214-0001,12613-28329,card,Alfen,l,0.74,16.724,Alfen
2742,AB02742,2020-12-26 20:45:34,2020-12-26 22:09:24,2020-12-26 21:41:38,3.8,0004-214-0001-0006,0004-214-0001,12353-28329,cash,Alfen,l,1.29,4.902,Alfen
2743,AB02743,2020-11-09 03:16:17,2020-11-09 04:08:04,2020-11-09 04:01:44,26.56,0007-214-0001-0002,0007-214-0001,12559-28329,cash,Allego-BV,l,1.39,36.9184,Allego-BV
2744,AB02744,2020-05-03 08:44:48,2020-05-03 09:49:10,2020-05-03 09:16:07,23.24,0005-214-0000-0005,0005-214-0000,12417-28329,card,Alizé,l,0.91,21.1484,Alizé
2745,AB02745,2021-01-24 15:52:16,2021-01-24 15:55:43,2021-01-24 15:55:13,24.44,0005-214-0000-0003,0005-214-0000,12493-28329,cash,Alizé,l,1.5,36.660000000000004,Alizé
2746,AB02746,2021-02-21 14:42:04,2021-02-21 15:24:04,2021-02-21 14:56:42,9.72,0002-214-0000-0003,0002-214-0000,12492-28329,cash,AGSM-Electrify-Verona,l,1.38,13.4136,AGSM-Electrify-Verona
2747,AB02747,2020-06-20 05:10:33,2020-06-20 05:54:48,2020-06-20 05:41:24,31.24,0009-214-0000-0004,0009-214-0000,12650-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.9,28.116,AMB-(Àrea-metropolitana-de-Barcelona)
2748,AB02748,2020-08-31 21:30:17,2020-08-31 21:49:14,2020-08-31 21:40:20,29.0,0008-214-0000-0001,0008-214-0000,12640-28329,cash,AlterBase---Sorégies-(FR),l,0.71,20.59,AlterBase---Sorégies-(FR)
2749,AB02749,2020-11-15 14:43:33,2020-11-15 15:48:44,2020-11-15 15:42:47,37.0,0004-214-0000-0002,0004-214-0000,12424-28329,card,Alfen,l,1.0,37.0,Alfen
2750,AB02750,2020-11-06 21:52:01,2020-11-06 22:29:03,2020-11-06 22:14:21,18.08,0007-214-0001-0005,0007-214-0001,12677-28329,card,Allego-BV,l,1.07,19.3456,Allego-BV
2751,AB02751,2020-01-03 08:56:30,2020-01-03 09:24:07,2020-01-03 09:05:31,12.84,0009-214-0000-0001,0009-214-0000,12694-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.97,12.454799999999999,AMB-(Àrea-metropolitana-de-Barcelona)
2752,AB02752,2020-03-27 10:57:59,2020-03-27 11:05:52,2020-03-27 11:04:05,6.8,0007-214-0000-0004,0007-214-0000,12457-28329,cash,Allego-BV,l,1.34,9.112,Allego-BV
2753,AB02753,2020-05-25 17:10:37,2020-05-25 17:16:35,2020-05-25 17:16:02,38.2,0006-214-0000-0003,0006-214-0000,12460-28329,cash,Alizé-Liberté,l,0.89,33.998000000000005,Alizé-Liberté
2754,AB02754,2020-12-19 11:36:04,2020-12-19 13:04:29,2020-12-19 12:34:05,0.96,0002-214-0002-0007,0002-214-0002,12395-28329,cash,AGSM-Electrify-Verona,l,1.18,1.1327999999999998,AGSM-Electrify-Verona
2755,AB02755,2020-04-12 18:17:37,2020-04-12 18:37:03,2020-04-12 18:25:11,7.92,0008-214-0000-0004,0008-214-0000,12599-28329,card,AlterBase---Sorégies-(FR),l,1.47,11.6424,AlterBase---Sorégies-(FR)
2756,AB02756,2020-06-07 14:36:09,2020-06-07 14:52:00,2020-06-07 14:37:12,26.88,0007-214-0000-0006,0007-214-0000,12545-28329,card,Allego-BV,l,1.14,30.643199999999997,Allego-BV
2757,AB02757,2020-09-14 19:31:15,2020-09-14 20:19:39,2020-09-14 19:53:35,30.96,0004-214-0000-0004,0004-214-0000,12376-28329,cash,Alfen,l,0.75,23.22,Alfen
2758,AB02758,2020-11-08 09:35:50,2020-11-08 09:51:01,2020-11-08 09:49:32,20.4,0001-214-0000-0006,0001-214-0000,12561-28329,card,AeroVironment,l,1.43,29.171999999999997,AeroVironment
2759,AB02759,2020-12-08 10:03:53,2020-12-08 11:16:11,2020-12-08 11:09:58,3.4,0008-214-0001-0000,0008-214-0001,12490-28329,card,AlterBase---Sorégies-(FR),l,1.38,4.691999999999999,AlterBase---Sorégies-(FR)
2760,AB02760,2020-11-07 13:39:49,2020-11-07 14:15:01,2020-11-07 13:49:39,24.48,0008-214-0001-0007,0008-214-0001,12360-28329,card,AlterBase---Sorégies-(FR),l,1.16,28.3968,AlterBase---Sorégies-(FR)
2761,AB02761,2020-02-09 14:57:04,2020-02-09 15:20:22,2020-02-09 15:04:29,11.72,0005-214-0000-0002,0005-214-0000,12355-28329,card,Alizé,l,1.32,15.470400000000001,Alizé
2762,AB02762,2020-10-26 01:08:40,2020-10-26 01:38:30,2020-10-26 01:27:47,19.68,0007-214-0000-0001,0007-214-0000,12631-28329,cash,Allego-BV,l,1.4,27.552,Allego-BV
2763,AB02763,2020-05-05 12:23:51,2020-05-05 13:15:26,2020-05-05 12:35:34,27.64,0000-214-0000-0000,0000-214-0000,12515-28329,cash,AAE,l,0.97,26.8108,AAE
2764,AB02764,2020-04-16 08:23:22,2020-04-16 09:03:17,2020-04-16 08:33:16,7.92,0000-214-0000-0006,0000-214-0000,12597-28329,cash,AAE,l,0.93,7.365600000000001,AAE
2765,AB02765,2020-05-05 01:21:49,2020-05-05 02:02:19,2020-05-05 01:43:46,20.8,0009-214-0001-0000,0009-214-0001,12686-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,0.7,14.559999999999999,AMB-(Àrea-metropolitana-de-Barcelona)
2766,AB02766,2020-06-02 05:49:39,2020-06-02 06:25:42,2020-06-02 06:06:24,39.04,0006-214-0000-0001,0006-214-0000,12533-28329,cash,Alizé-Liberté,l,1.26,49.1904,Alizé-Liberté
2767,AB02767,2020-02-28 16:33:48,2020-02-28 17:24:51,2020-02-28 16:41:55,15.32,0005-214-0000-0006,0005-214-0000,12428-28329,cash,Alizé,l,1.41,21.6012,Alizé
2768,AB02768,2020-09-13 13:07:24,2020-09-13 14:00:20,2020-09-13 13:39:36,3.52,0002-214-0000-0004,0002-214-0000,12376-28329,card,AGSM-Electrify-Verona,l,1.19,4.1888,AGSM-Electrify-Verona
2769,AB02769,2020-05-13 00:10:24,2020-05-13 00:38:33,2020-05-13 00:24:26,37.68,0004-214-0000-0001,0004-214-0000,12632-28329,card,Alfen,l,1.26,47.4768,Alfen
2770,AB02770,2021-02-14 12:59:56,2021-02-14 13:15:54,2021-02-14 13:01:59,3.12,0002-214-0002-0004,0002-214-0002,12546-28329,cash,AGSM-Electrify-Verona,l,1.43,4.4616,AGSM-Electrify-Verona
2771,AB02771,2020-07-22 04:00:54,2020-07-22 05:16:19,2020-07-22 04:48:32,25.84,0005-214-0000-0004,0005-214-0000,12619-28329,card,Alizé,l,0.88,22.7392,Alizé
2772,AB02772,2020-12-06 18:38:34,2020-12-06 19:06:06,2020-12-06 18:55:50,5.2,0007-214-0000-0003,0007-214-0000,12417-28329,card,Allego-BV,l,1.37,7.1240000000000006,Allego-BV
2773,AB02773,2020-11-22 23:00:00,2020-11-23 00:31:07,2020-11-23 00:08:08,26.6,0005-214-0000-0000,0005-214-0000,12526-28329,cash,Alizé,l,1.19,31.654,Alizé
2774,AB02774,2020-05-08 14:33:34,2020-05-08 14:57:14,2020-05-08 14:40:25,2.28,0009-214-0000-0006,0009-214-0000,12417-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.33,3.0324,AMB-(Àrea-metropolitana-de-Barcelona)
2775,AB02775,2020-07-10 17:50:08,2020-07-10 18:36:01,2020-07-10 18:25:07,17.88,0005-214-0000-0000,0005-214-0000,12615-28329,card,Alizé,l,1.06,18.9528,Alizé
2776,AB02776,2020-05-05 05:38:58,2020-05-05 06:11:48,2020-05-05 05:48:55,26.2,0004-214-0001-0007,0004-214-0001,12597-28329,cash,Alfen,l,1.43,37.465999999999994,Alfen
2777,AB02777,2020-10-23 13:59:35,2020-10-23 15:05:07,2020-10-23 14:47:24,25.2,0002-214-0000-0000,0002-214-0000,12381-28329,card,AGSM-Electrify-Verona,l,0.71,17.892,AGSM-Electrify-Verona
2778,AB02778,2020-01-29 21:51:42,2020-01-29 22:08:26,2020-01-29 21:52:03,36.6,0000-214-0000-0005,0000-214-0000,12457-28329,cash,AAE,l,1.39,50.873999999999995,AAE
2779,AB02779,2020-05-14 12:16:43,2020-05-14 12:28:46,2020-05-14 12:25:33,22.56,0002-214-0001-0001,0002-214-0001,12407-28329,card,AGSM-Electrify-Verona,l,1.05,23.688,AGSM-Electrify-Verona
2780,AB02780,2020-12-06 11:28:39,2020-12-06 11:59:50,2020-12-06 11:58:34,8.52,0005-214-0000-0003,0005-214-0000,12370-28329,cash,Alizé,l,1.12,9.5424,Alizé
2781,AB02781,2021-01-20 20:29:19,2021-01-20 20:40:50,2021-01-20 20:33:46,12.0,0009-214-0000-0005,0009-214-0000,12635-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.98,11.76,AMB-(Àrea-metropolitana-de-Barcelona)
2782,AB02782,2020-12-06 21:16:30,2020-12-06 22:34:46,2020-12-06 22:04:14,37.88,0001-214-0001-0006,0001-214-0001,12571-28329,cash,AeroVironment,l,1.04,39.3952,AeroVironment
2783,AB02783,2020-04-21 16:03:30,2020-04-21 16:28:34,2020-04-21 16:22:21,27.2,0009-214-0000-0000,0009-214-0000,12502-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.97,26.384,AMB-(Àrea-metropolitana-de-Barcelona)
2784,AB02784,2020-02-01 08:43:42,2020-02-01 10:02:30,2020-02-01 09:45:50,22.2,0001-214-0000-0007,0001-214-0000,12438-28329,cash,AeroVironment,l,1.23,27.305999999999997,AeroVironment
2785,AB02785,2020-02-04 06:30:20,2020-02-04 07:05:16,2020-02-04 07:02:58,15.24,0000-214-0000-0005,0000-214-0000,12425-28329,cash,AAE,l,1.08,16.459200000000003,AAE
2786,AB02786,2020-09-14 08:16:34,2020-09-14 09:23:16,2020-09-14 09:06:03,29.12,0005-214-0000-0001,0005-214-0000,12678-28329,cash,Alizé,l,1.44,41.9328,Alizé
2787,AB02787,2021-02-11 11:07:37,2021-02-11 11:22:56,2021-02-11 11:19:12,21.08,0001-214-0000-0003,0001-214-0000,12459-28329,cash,AeroVironment,l,1.49,31.4092,AeroVironment
2788,AB02788,2020-04-20 02:55:25,2020-04-20 04:06:14,2020-04-20 04:02:18,14.12,0003-214-0000-0001,0003-214-0000,12453-28329,card,Alfapower-(UK),l,1.06,14.9672,Alfapower-(UK)
2789,AB02789,2020-01-07 04:35:14,2020-01-07 05:24:06,2020-01-07 05:23:44,17.56,0005-214-0000-0000,0005-214-0000,12586-28329,card,Alizé,l,1.5,26.339999999999996,Alizé
2790,AB02790,2021-02-26 00:04:39,2021-02-26 00:43:45,2021-02-26 00:43:42,36.92,0007-214-0001-0003,0007-214-0001,12404-28329,card,Allego-BV,l,1.36,50.211200000000005,Allego-BV
2791,AB02791,2020-08-14 17:52:55,2020-08-14 18:18:36,2020-08-14 18:17:15,10.64,0004-214-0000-0003,0004-214-0000,12621-28329,card,Alfen,l,1.32,14.044800000000002,Alfen
2792,AB02792,2020-07-18 15:06:35,2020-07-18 15:28:17,2020-07-18 15:12:42,27.52,0000-214-0000-0006,0000-214-0000,12374-28329,cash,AAE,l,1.27,34.9504,AAE
2793,AB02793,2020-10-22 23:37:47,2020-10-23 01:05:00,2020-10-23 00:39:42,20.32,0001-214-0001-0003,0001-214-0001,12644-28329,cash,AeroVironment,l,1.29,26.2128,AeroVironment
2794,AB02794,2020-07-08 09:52:19,2020-07-08 10:14:41,2020-07-08 09:56:56,20.2,0008-214-0000-0000,0008-214-0000,12345-28329,cash,AlterBase---Sorégies-(FR),l,0.9,18.18,AlterBase---Sorégies-(FR)
2795,AB02795,2020-11-11 04:52:17,2020-11-11 05:16:07,2020-11-11 04:57:17,11.44,0005-214-0000-0006,0005-214-0000,12452-28329,card,Alizé,l,0.97,11.0968,Alizé
2796,AB02796,2020-03-15 21:46:04,2020-03-15 22:07:04,2020-03-15 22:04:33,32.6,0008-214-0001-0008,0008-214-0001,12403-28329,cash,AlterBase---Sorégies-(FR),l,1.02,33.252,AlterBase---Sorégies-(FR)
2797,AB02797,2020-02-04 20:56:32,2020-02-04 21:34:16,2020-02-04 21:33:28,10.64,0007-214-0000-0005,0007-214-0000,12501-28329,cash,Allego-BV,l,0.81,8.618400000000001,Allego-BV
2798,AB02798,2020-06-19 14:57:14,2020-06-19 15:08:35,2020-06-19 15:07:09,39.12,0008-214-0000-0001,0008-214-0000,12495-28329,card,AlterBase---Sorégies-(FR),l,1.3,50.856,AlterBase---Sorégies-(FR)
2799,AB02799,2021-01-11 00:35:15,2021-01-11 01:34:53,2021-01-11 00:58:13,10.36,0002-214-0002-0005,0002-214-0002,12364-28329,card,AGSM-Electrify-Verona,l,1.31,13.5716,AGSM-Electrify-Verona
2800,AB02800,2020-09-27 17:40:57,2020-09-27 17:53:56,2020-09-27 17:44:42,28.2,0005-214-0000-0006,0005-214-0000,12544-28329,cash,Alizé,l,0.94,26.508,Alizé
2801,AB02801,2020-10-08 00:40:03,2020-10-08 02:03:04,2020-10-08 01:45:02,7.76,0005-214-0000-0004,0005-214-0000,12618-28329,card,Alizé,l,1.25,9.7,Alizé
2802,AB02802,2020-05-25 15:19:05,2020-05-25 15:40:11,2020-05-25 15:31:54,27.6,0002-214-0000-0002,0002-214-0000,12591-28329,card,AGSM-Electrify-Verona,l,1.46,40.296,AGSM-Electrify-Verona
2803,AB02803,2020-04-09 05:44:01,2020-04-09 06:18:59,2020-04-09 06:01:50,18.12,0001-214-0000-0004,0001-214-0000,12390-28329,cash,AeroVironment,l,1.19,21.5628,AeroVironment
2804,AB02804,2020-02-27 03:00:46,2020-02-27 03:43:33,2020-02-27 03:32:33,38.72,0003-214-0000-0004,0003-214-0000,12546-28329,card,Alfapower-(UK),l,1.25,48.4,Alfapower-(UK)
2805,AB02805,2021-03-03 22:06:21,2021-03-03 22:44:04,2021-03-03 22:42:46,8.96,0009-214-0000-0004,0009-214-0000,12688-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.28,11.468800000000002,AMB-(Àrea-metropolitana-de-Barcelona)
2806,AB02806,2021-01-23 20:17:05,2021-01-23 21:04:44,2021-01-23 20:26:04,31.56,0000-214-0000-0001,0000-214-0000,12356-28329,card,AAE,l,0.72,22.7232,AAE
2807,AB02807,2020-08-20 02:45:29,2020-08-20 03:22:55,2020-08-20 02:48:25,18.44,0003-214-0001-0003,0003-214-0001,12667-28329,card,Alfapower-(UK),l,1.21,22.3124,Alfapower-(UK)
2808,AB02808,2020-04-05 10:35:41,2020-04-05 11:12:49,2020-04-05 11:11:20,29.88,0003-214-0000-0005,0003-214-0000,12555-28329,card,Alfapower-(UK),l,0.85,25.398,Alfapower-(UK)
2809,AB02809,2021-02-10 01:56:55,2021-02-10 02:54:49,2021-02-10 02:21:53,27.12,0002-214-0002-0005,0002-214-0002,12420-28329,card,AGSM-Electrify-Verona,l,1.03,27.933600000000002,AGSM-Electrify-Verona
2810,AB02810,2020-05-01 18:51:11,2020-05-01 18:54:08,2020-05-01 18:53:38,6.48,0009-214-0000-0002,0009-214-0000,12656-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.38,8.9424,AMB-(Àrea-metropolitana-de-Barcelona)
2811,AB02811,2020-10-29 18:19:12,2020-10-29 18:52:25,2020-10-29 18:36:13,18.16,0002-214-0000-0003,0002-214-0000,12600-28329,cash,AGSM-Electrify-Verona,l,1.0,18.16,AGSM-Electrify-Verona
2812,AB02812,2020-12-09 07:22:47,2020-12-09 07:56:00,2020-12-09 07:42:02,10.0,0005-214-0000-0001,0005-214-0000,12603-28329,card,Alizé,l,1.05,10.5,Alizé
2813,AB02813,2020-02-25 15:25:26,2020-02-25 15:46:17,2020-02-25 15:38:40,36.92,0000-214-0000-0001,0000-214-0000,12654-28329,cash,AAE,l,1.04,38.396800000000006,AAE
2814,AB02814,2020-07-18 02:40:13,2020-07-18 03:03:07,2020-07-18 02:45:59,4.56,0005-214-0000-0001,0005-214-0000,12540-28329,cash,Alizé,l,1.26,5.7456,Alizé
2815,AB02815,2020-12-29 10:11:22,2020-12-29 10:49:26,2020-12-29 10:46:51,10.6,0000-214-0000-0002,0000-214-0000,12584-28329,cash,AAE,l,0.84,8.904,AAE
2816,AB02816,2020-05-08 21:35:49,2020-05-08 21:57:55,2020-05-08 21:57:37,3.72,0004-214-0001-0007,0004-214-0001,12481-28329,card,Alfen,l,1.24,4.6128,Alfen
2817,AB02817,2020-05-31 03:34:39,2020-05-31 03:53:10,2020-05-31 03:51:05,23.2,0001-214-0000-0002,0001-214-0000,12452-28329,cash,AeroVironment,l,1.35,31.32,AeroVironment
2818,AB02818,2020-01-30 13:31:59,2020-01-30 13:55:12,2020-01-30 13:54:36,37.88,0004-214-0000-0003,0004-214-0000,12349-28329,card,Alfen,l,0.79,29.925200000000004,Alfen
2819,AB02819,2020-04-22 15:16:51,2020-04-22 15:32:13,2020-04-22 15:31:59,1.04,0000-214-0000-0000,0000-214-0000,12606-28329,card,AAE,l,1.18,1.2272,AAE
2820,AB02820,2020-09-06 15:49:03,2020-09-06 16:10:21,2020-09-06 16:01:49,7.44,0007-214-0000-0000,0007-214-0000,12475-28329,cash,Allego-BV,l,1.41,10.4904,Allego-BV
2821,AB02821,2020-05-22 06:29:52,2020-05-22 07:48:19,2020-05-22 07:24:30,13.68,0008-214-0000-0004,0008-214-0000,12564-28329,card,AlterBase---Sorégies-(FR),l,1.15,15.732,AlterBase---Sorégies-(FR)
2822,AB02822,2020-08-11 16:00:36,2020-08-11 16:55:15,2020-08-11 16:42:04,36.72,0003-214-0001-0002,0003-214-0001,12621-28329,cash,Alfapower-(UK),l,0.74,27.1728,Alfapower-(UK)
2823,AB02823,2020-09-13 23:49:29,2020-09-13 23:57:22,2020-09-13 23:49:51,12.36,0001-214-0000-0003,0001-214-0000,12441-28329,card,AeroVironment,l,1.23,15.2028,AeroVironment
2824,AB02824,2020-03-02 06:44:27,2020-03-02 07:17:32,2020-03-02 07:13:51,28.52,0006-214-0000-0001,0006-214-0000,12613-28329,cash,Alizé-Liberté,l,1.33,37.9316,Alizé-Liberté
2825,AB02825,2021-01-08 03:47:09,2021-01-08 04:13:28,2021-01-08 04:01:24,33.56,0006-214-0000-0001,0006-214-0000,12518-28329,card,Alizé-Liberté,l,1.44,48.3264,Alizé-Liberté
2826,AB02826,2020-09-08 23:28:39,2020-09-09 00:00:45,2020-09-08 23:50:23,35.88,0006-214-0000-0004,0006-214-0000,12461-28329,cash,Alizé-Liberté,l,1.46,52.384800000000006,Alizé-Liberté
2827,AB02827,2020-03-12 00:23:58,2020-03-12 01:12:04,2020-03-12 01:11:16,32.36,0009-214-0000-0006,0009-214-0000,12517-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.32,42.7152,AMB-(Àrea-metropolitana-de-Barcelona)
2828,AB02828,2020-03-09 03:12:40,2020-03-09 03:33:21,2020-03-09 03:31:57,12.8,0008-214-0001-0007,0008-214-0001,12544-28329,cash,AlterBase---Sorégies-(FR),l,1.36,17.408,AlterBase---Sorégies-(FR)
2829,AB02829,2020-12-26 03:08:44,2020-12-26 04:24:20,2020-12-26 03:52:13,1.32,0005-214-0000-0004,0005-214-0000,12576-28329,card,Alizé,l,0.9,1.1880000000000002,Alizé
2830,AB02830,2020-04-04 06:27:34,2020-04-04 07:03:32,2020-04-04 06:41:14,35.88,0006-214-0000-0002,0006-214-0000,12566-28329,cash,Alizé-Liberté,l,0.95,34.086,Alizé-Liberté
2831,AB02831,2021-01-02 11:01:33,2021-01-02 11:40:34,2021-01-02 11:26:37,19.44,0001-214-0000-0003,0001-214-0000,12547-28329,cash,AeroVironment,l,1.14,22.1616,AeroVironment
2832,AB02832,2020-04-05 02:49:37,2020-04-05 03:25:32,2020-04-05 03:18:55,30.4,0007-214-0001-0000,0007-214-0001,12643-28329,cash,Allego-BV,l,1.36,41.344,Allego-BV
2833,AB02833,2020-08-31 12:51:14,2020-08-31 13:12:12,2020-08-31 13:06:26,22.8,0005-214-0000-0001,0005-214-0000,12519-28329,cash,Alizé,l,1.32,30.096000000000004,Alizé
2834,AB02834,2020-05-06 21:55:35,2020-05-06 22:49:17,2020-05-06 22:26:07,21.6,0007-214-0000-0003,0007-214-0000,12490-28329,card,Allego-BV,l,1.22,26.352,Allego-BV
2835,AB02835,2020-09-19 16:41:54,2020-09-19 16:59:40,2020-09-19 16:55:52,16.44,0002-214-0002-0009,0002-214-0002,12486-28329,cash,AGSM-Electrify-Verona,l,1.38,22.6872,AGSM-Electrify-Verona
2836,AB02836,2020-05-20 20:37:28,2020-05-20 21:37:54,2020-05-20 21:24:01,14.72,0001-214-0001-0007,0001-214-0001,12473-28329,card,AeroVironment,l,0.7,10.304,AeroVironment
2837,AB02837,2020-11-11 04:53:56,2020-11-11 05:11:59,2020-11-11 05:05:30,38.44,0005-214-0000-0006,0005-214-0000,12556-28329,card,Alizé,l,0.88,33.8272,Alizé
2838,AB02838,2020-11-15 00:51:17,2020-11-15 01:06:50,2020-11-15 00:53:36,39.44,0009-214-0000-0002,0009-214-0000,12681-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.11,43.778400000000005,AMB-(Àrea-metropolitana-de-Barcelona)
2839,AB02839,2021-02-08 07:23:31,2021-02-08 08:24:36,2021-02-08 08:04:09,35.52,0004-214-0001-0003,0004-214-0001,12663-28329,card,Alfen,l,1.11,39.427200000000006,Alfen
2840,AB02840,2020-01-05 20:02:12,2020-01-05 20:13:31,2020-01-05 20:05:32,16.28,0009-214-0000-0000,0009-214-0000,12445-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.11,18.070800000000002,AMB-(Àrea-metropolitana-de-Barcelona)
2841,AB02841,2020-07-17 00:29:01,2020-07-17 00:58:48,2020-07-17 00:36:54,39.88,0006-214-0000-0002,0006-214-0000,12509-28329,card,Alizé-Liberté,l,1.18,47.0584,Alizé-Liberté
2842,AB02842,2020-04-04 21:38:23,2020-04-04 21:58:01,2020-04-04 21:58:00,22.0,0002-214-0001-0004,0002-214-0001,12686-28329,cash,AGSM-Electrify-Verona,l,1.49,32.78,AGSM-Electrify-Verona
2843,AB02843,2020-01-07 22:05:47,2020-01-07 22:57:31,2020-01-07 22:45:26,16.4,0000-214-0000-0001,0000-214-0000,12686-28329,card,AAE,l,1.1,18.04,AAE
2844,AB02844,2020-01-16 12:18:31,2020-01-16 12:41:09,2020-01-16 12:40:36,24.88,0000-214-0000-0004,0000-214-0000,12469-28329,card,AAE,l,0.79,19.6552,AAE
2845,AB02845,2020-12-03 16:23:40,2020-12-03 17:32:05,2020-12-03 17:05:44,13.56,0004-214-0001-0007,0004-214-0001,12353-28329,cash,Alfen,l,0.83,11.2548,Alfen
2846,AB02846,2020-05-06 21:01:19,2020-05-06 21:13:12,2020-05-06 21:10:21,34.52,0002-214-0000-0004,0002-214-0000,12581-28329,card,AGSM-Electrify-Verona,l,0.7,24.164,AGSM-Electrify-Verona
2847,AB02847,2021-03-10 18:39:00,2021-03-10 19:07:18,2021-03-10 18:55:37,7.76,0003-214-0001-0001,0003-214-0001,12648-28329,card,Alfapower-(UK),l,1.15,8.924,Alfapower-(UK)
2848,AB02848,2020-06-30 17:46:23,2020-06-30 18:22:19,2020-06-30 18:04:37,11.0,0006-214-0000-0000,0006-214-0000,12389-28329,card,Alizé-Liberté,l,1.12,12.32,Alizé-Liberté
2849,AB02849,2020-04-10 12:19:16,2020-04-10 12:31:00,2020-04-10 12:30:29,26.44,0006-214-0000-0003,0006-214-0000,12366-28329,cash,Alizé-Liberté,l,1.27,33.5788,Alizé-Liberté
2850,AB02850,2020-03-30 14:09:38,2020-03-30 14:37:24,2020-03-30 14:36:11,34.16,0001-214-0001-0000,0001-214-0001,12599-28329,cash,AeroVironment,l,1.25,42.699999999999996,AeroVironment
2851,AB02851,2020-06-19 02:10:05,2020-06-19 02:53:00,2020-06-19 02:52:42,14.12,0007-214-0000-0007,0007-214-0000,12387-28329,cash,Allego-BV,l,0.7,9.883999999999999,Allego-BV
2852,AB02852,2020-07-13 00:44:22,2020-07-13 00:54:21,2020-07-13 00:52:01,5.2,0002-214-0002-0000,0002-214-0002,12464-28329,card,AGSM-Electrify-Verona,l,1.28,6.656000000000001,AGSM-Electrify-Verona
2853,AB02853,2020-02-19 04:54:57,2020-02-19 05:28:40,2020-02-19 04:58:28,5.04,0008-214-0000-0002,0008-214-0000,12416-28329,card,AlterBase---Sorégies-(FR),l,1.05,5.292000000000001,AlterBase---Sorégies-(FR)
2854,AB02854,2020-06-24 16:47:28,2020-06-24 17:10:49,2020-06-24 17:08:28,26.68,0007-214-0001-0001,0007-214-0001,12679-28329,card,Allego-BV,l,1.24,33.0832,Allego-BV
2855,AB02855,2020-03-02 02:42:37,2020-03-02 03:27:29,2020-03-02 03:10:22,30.44,0009-214-0000-0004,0009-214-0000,12367-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,0.91,27.700400000000002,AMB-(Àrea-metropolitana-de-Barcelona)
2856,AB02856,2020-11-29 09:31:08,2020-11-29 10:33:34,2020-11-29 10:29:27,1.32,0007-214-0000-0003,0007-214-0000,12691-28329,card,Allego-BV,l,1.17,1.5444,Allego-BV
2857,AB02857,2020-06-05 01:14:44,2020-06-05 01:36:22,2020-06-05 01:18:19,5.28,0004-214-0001-0001,0004-214-0001,12649-28329,cash,Alfen,l,0.89,4.6992,Alfen
2858,AB02858,2020-04-21 11:09:21,2020-04-21 11:41:35,2020-04-21 11:30:44,32.56,0005-214-0000-0004,0005-214-0000,12487-28329,card,Alizé,l,0.95,30.932000000000002,Alizé
2859,AB02859,2020-10-16 17:02:04,2020-10-16 17:49:57,2020-10-16 17:45:10,37.32,0008-214-0000-0001,0008-214-0000,12347-28329,cash,AlterBase---Sorégies-(FR),l,1.14,42.544799999999995,AlterBase---Sorégies-(FR)
2860,AB02860,2020-06-16 05:18:16,2020-06-16 05:38:49,2020-06-16 05:21:22,10.32,0004-214-0001-0006,0004-214-0001,12352-28329,card,Alfen,l,1.11,11.455200000000001,Alfen
